text,id
любить любить твой слеза вслед прокричать уйти простить позaбыть твой дом kaк сердце наш вместе звучать прочитать мой письмо сжечь мой песня тот тот просто опасть лист навсегда вместе вместе сердце пустота сердце пустота плакать плакать танцевать танцевать бежать твой слеза звать звать целовать целовать бежать пока поздно просто волшебство твой губа утратить смысл мой безумие предавать душа рада покой вновь забывать знать искать твой мечта стать тот тот дыхание чувствовать рядом обнять свой взгляд сердце пустота сердце пустота плакать плакать танцевать танцевать бежать твой слеза звать звать целовать целовать бежать пока поздно плакать плакать танцевать танцевать бежать твой слеза звать звать целовать целовать бежать пока поздно кончиться наш день знать кончиться наш сон знать посмотреть вправо мешать слеза нервный мой палец гладить нежный мой губа любить глубина море манить губить мой глaз плакать плакать танцевать танцевать бежать твой слеза звать звать целовать целовать бежать пока поздно плакать плакать танцевать танцевать бежать твой слеза звать звать целовать целовать бежать пока поздно ,11
уйти вернуться уйти ждать уйти дождаться кончиться дождь уйти всё забыть уйти вспомнить ты уйти жалеть быть забыть о уйти квит уйти смотреть уйти карта битый говорить говорить это жечь огонь внутри глаз смотреть говорить уйти вернуться уйти ждать уйти дождаться кончиться дождь говорить это жечь огонь внутри глаз смотреть говорить говорить это жечь огонь внутри глаз смотреть говорить говорить это жечь огонь внутри глаз смотреть говорить ,12
снова один ночью сон прошлое свой листать я голос ночной воздух кружить тая это звучать тёмный ночь песенка любовь простой плакать звать ненаглядный боль ненаглядный твой знать лишь небо любить ненаглядный жизнь ненаглядный твой счастие боль тая поить запереть дверь весь жизнь пустой ты ночью любой тихий голосок летать это любовь просто любовь песенка любовь святой плакать звать ненаглядный боль ненаглядный твой знать лишь небо любить ненаглядный жизнь ненаглядный твой счастие боль тая поить ненаглядный боль ненаглядный твой знать лишь небо любить ненаглядный жизнь ненаглядный твой счастие боль тая поить ,13
жить один свой любовь дышать я бредить я это чувство новый я другой слово губить желать один ты жить свобода свой нелюбовь любовь любовь любовь любовь любовь любовь любовь любовь ты мечта искать крыло свой сломать слишком поздно узнать твой игра любовь играть улыбаться сердце губить лишь любовь любить остаться боль свой нелюбовь любовь любовь любовь любовь любовь любовь любовь любовь сердце дикий боль сковать плакать бедный один оно сердце дикий один вынести весь ветер назло сердце дикий боль сковать плакать бедный один оно сердце дикий один вынести весь ветер назло любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь любовь ,14
ругать дождь лужа асфальт стоить ждать намокнуть платье друг твой прийти друг твой прийти ты должный прийти друг твой самый хороший звонить звонить назло сказать ты простить нехорошо небо туча небо туча туча туча туча туча туча туча человек человек человек человек человек человек одинокий туча туча туча туча всётаки туча жестокий небо туча туча туча человек человек человек человек одинокий человек одинокий всётаки туча всётаки туча всётаки туча жестокий небо туча туча человек человек туча туча человек человек друг твой прийти вечер сложиться просто прийти извиниться зря ругать дождь прийти поверь поверь свидание зря ругать дождь пройти поверь поверь скорый всё махнуть рука стоить ждать знать небо туча туча туча туча человек человек человек человек человек человек одинокий туча туча туча туча всётаки туча жестокий небо туча туча туча человек человек человек человек одинокий всётаки туча всётаки туча всётаки туча жестокий небо туча человек туча туча туча туча туча человек человек человек человек человек туча туча туча туча человек ,15
забыть ленивый тень ночь дождаться забыть заждаться друг улыбнуться причуда отбросить дать сосед уснуть фарувзззть фарувзззть быть веселеть забыть восторженный мир танец слиться забыть сердце мой лучик биться забыть встретиться забыть сосед звон батарея забыть забыть забыть забыть забыть забыть забыть желание отбросить причуда забыть причуда отбросить желание забыть фарувзззть фарувзззть быть веселеть забыть забыть забыть забыть забыть забыть забыть ,16
время песок время вода сказать время песок время вода сказать время песок время вода сказать время песок время вода сказать время дрожать часы рука вырваться хотеть наружу исчезнуть пленницажизнь дрожать висок нежный струйка внутри безнадёжный осколок сон смыть утренний дождь обрывок слово уносить ветер окно осколок сердце застылый нож весна навсегда окно один время песок время вода сказать время песок время вода сказать река рука уноситься покой слово сон прочь сам стоить край ожидание прыжок сердце стучать обратный отсчёт пройти быть далёкий время выйти пора взлёт осколок сон смыть утренний дождь обрывок слово уносить ветер окно осколок сердце застылый нож весна навсегда окно один время песок время вода сказать время песок время вода сказать река рука уноситься покой слово сон прочь сам время вода время вода время вода сказать время вода время вода время вода скажимн сказать сказать сказать сказать сказать сказать сказать сказать ,17
ждать всё приходить дрожь ладошка бродить сердце надежда затаить тишина стать нелепый глаз найти ответ делать себя разбить покой разбить покой середина май любовь ты немой танец чувство зажигать ради середина май увидеть родный танец чувство зажигать ради любовь одинокий берег просить приоткрыть дверь знать смочь понять твой боль жизнь бродить лужа поверь никто нужный тень тот бродить ты слышать голос твой слышать голос твой середина май любовь ты немой танец чувство зажигать ради середина май увидеть родный танец чувство зажигать ради середина май любовь ты немой танец чувство зажигать ради середина май увидеть родный танец чувство зажигать ради ради ради ради середина май любовь ты немой танец чувство зажигать ради середина май увидеть родный танец чувство зажигать ради ради ради ради ,18
устать стучать захлопнуть дверца утро бродить проливный дождь любовь найти приют мой устать сердце согреть малиновый вино согреть малиновый вино малиновый вино пьянить аромат подмешать горечь слеза ранний боль потеря малиновый вино пить ты когдато хмельный вино любовь пить быть вспоминать мы воскресить любовь смочь равно спасибо прийти спасибо простить принять бокал малиновый вино принять бокал малиновый вино малиновый вино пьянить аромат подмешать горечь слеза ранний боль потеря малиновый вино пить ты когдато хмельный вино любовь пить малиновый вино пьянить аромат подмешать горечь слеза ранний боль потеря малиновый вино пить ты когдато хмельный вино любовь пить хмельный вино любовь пить ,19
знать искать бесполезно мелькнуть мгновение толпа атлантида исчезнуть забыть ты атлантида атлантида проспект осенний набитый человек весь наш любовь океан раскрытый зонт исчезнуть вид быть проклятый город огромный толпа разлучить жестоко ты верить любовь отозваться атлантида звать окликать сердце гуща туман город шуметь смолкать впрямь океан атлантида атлантида проспект осенний набитый человек весь наш любовь океан раскрытый зонт исчезнуть вид быть проклятый город огромный толпа разлучить жестоко ты верить любовь отозваться атлантида день вспоминать ночью твой взгляд улыбка твой господин бог помочь впервые просить молить атлантида атлантида проспект осенний набитый человек весь наш любовь океан раскрытый зонт исчезнуть вид быть проклятый город огромный толпа разлучить жестоко ты верить любовь отозваться атлантида атлантида атлантида ааааа ,20
сегодня немного пьяный сесть руль закрываться ресторан обнимать ночной июль темнота растворить жасмина хотеть попросить оставить наш лимузин поймать ты такси такси такси везти везти вдоль ночной дом мимо чьихтый сон такси такси хотеть такси обнять поцеловать такси такси везти везти вдоль ночной дом мимо чьихтый сон такси такси хотеть такси обнять поцеловать приехать наш старый дом включить прихожая свет обняться ты вдвоём встретить золотой рассвет простить мой грех мой судьба простить мой стих ты такси такси везти везти вдоль ночной дом мимо чьихтый сон такси такси хотеть такси обнять поцеловать такси такси везти везти вдоль ночной дом мимо чьихтый сон такси такси хотеть такси обнять поцеловать такси такси везти везти вдоль ночной дом мимо чьихтый сон такси такси хотеть такси обнять поцеловать такси такси везти везти вдоль ночной дом мимо чьихтый сон такси такси хотеть такси обнять поцеловать ,21
проснуться среди ночь комната пустой чтоть сделать срочно тишина поставить кассета голос твой пусть я нету поговорить поговорить сем поговорить жить отвечать песня происходить сон поговорить поговорить любовь растаять дым голос твой поговорить поговорить поговорить любовь растаять дым голос твой поговорить поесть немного нервно последний первый мой судьба отчий столько долгий год зима поставить кассета голос твой ,22
первый день весна краешек земля нечаянно встретиться ты падать белый снег роза цвель мы прийти весенний любовь отчаянно красивый первый день зима краешек земля нечаянно расстаться ты падать первый снег роза отцвести уйти весенний любовь отчаянно красивый красиво войти мой грешный жизнь красиво уйти играть разбить душа это игрушка это сердце мой красиво войти мой грешный жизнь красиво уйти играть разбить душа это игрушка это сердце мой кончиться любовь прийти зима недолгий сезонный наш роман отчаянно красиво красиво войти мой грешный жизнь красиво уйти играть разбить душа это игрушка это сердце мой красиво войти мой грешный жизнь красиво уйти играть разбить душа это игрушка это сердце мой это сердце мой ,23
знавать женщина многий таинственный строгий мера одинокий мера разбитной дарить букет читать сонет знать судьба выбрать лишь милый милый милый нежный ангел земной однажды счастливый день наш встреча ты милый милый милый нежный ангел земной однажды счастливый день наш встреча ты знавать грусть бывать порой жестокий мера одинокий мера разбитной бросать слово ветер живить обман это знать судьба выбрать лишь милый милый милый нежный ангел земной однажды счастливый день наш встреча ты милый милый милый нежный ангел земной однажды счастливый день наш встреча ты знавать ласка часто строить глазок мера одинокий мера разбитной девушка ночь свидание назначать знать судьба выбрать лишь милый милый милый нежный ангел земной однажды счастливый день наш встреча ты милый милый милый нежный ангел земной однажды счастливый день наш встреча ты милый милый милый милый милый милый милый милый милый милый милый милый милый милый милый милый ,24
дельфин русалка полюбить глубокий трепетный любовь чуткий сон её хранить нести жемчуг изголовье позабыть дельфин забыть семья родный лететь морской глубина надежда робкий поцелуй дельфин русалка сюжет песня твой подсказать гитара дельфин русалка честно пара пара пара дельфин русалка честно пара пара пара русалка слушать смеяться наивный признание огонёк любовь погаснуть остаться разочарование понять всё смочь сказать прекрасный невинный быть вспоминать одинокий дельфин дельфин русалка сюжет песня твой подсказать гитара дельфин русалка честно пара пара пара дельфин русалка честно пара пара пара дельфин русалка сюжет песня твой подсказать гитара дельфин русалка честно пара пара пара дельфин русалка честно пара пара пара дельфин русалка честно пара пара пара дельфин русалка честно пара пара пара дельфин русалка честно пара пара пара ,25
застилать горизонт твой луна который открыть ночь огромный зонт встречать розовый рассвет сиреневый луна хотеть один забывать о засыпать окно устать новый день улететь далеко прийти сон возникнуть о позабыть легко забыть о сиреневый луна мгновение оставлять тоненький нить капля сожаление яркий солнце теплеть снег дождь сиреневый луна позабыть лишь минута променять волнение сердце свой тот планета дождь устать новый день улететь далеко забыть о сиреневый луна мгновение оставлять тоненький нить капля сожаление забыть о сиреневый луна мгновение оставлять тоненький нить капля сожаление ,26
сколько мы время остаться остановить стрелка час это любовь просто секс объяснить слово лавина накрыть двое спрятать взгляд капюшон один выбрать среди другой сохранить твой телефон понестись ночь сон мочь похоже нужный обнять прощание пока светить луна спонтанный встреча лишь утро мочь поменять билет опоздать самолёт вечно кудато нести дорога аэропорт убегать прочь дорога аэропорт улетать ночь дорога аэропорт помнить любить наплевать мнение другой врать давно остыть пожар внутри стих весь обвинить сам смочь сбежать играть ты город всё пытаться друг друг понять воскресение ждать дорога домой плакать это сценарий простой молчаливый будни мы стена сказать держать полететь я мочь поменять билет опоздать самолёт вечно кудато нести дорога аэропорт убегать прочь дорога аэропорт улетать ночь дорога аэропорт сказать сумасшедший ты похожий след остаться сердце словно цифра кожа мочь остаться знать вечно кудато нести дорога аэропорт убегать прочь дорога аэропорт улетать ночь дорога аэропорт дорога аэропорт убегать прочь дорога аэропорт улетать ночь дорога аэропорт ,27
звезда подниматься выше свет сводить ум услышать значит наступить зима небо загрустить наклониться сумерки укутать дом случиться просто наступить зима день присниться всё придумать сам земля тихо опуститься зима зима погасить свет одинокий окно жаль это всё присниться сон мой луна окунуться ветер превратить туман ты вернуться значит наступить зима помешать метель предрассветный обман помнить ты хотеть наступить зима день присниться всё придумать сам земля тихо опуститься зима зима погасить свет одинокий окно жаль это всё присниться голос тихий таинственный милый единственный сон вьюга бела снежный стать самый нежный сон день присниться всё придумать сам земля тихо опуститься зима зима зима погасить свет одинокий окно жаль это всё присниться ,28
слишком громкий грохот город делить ворона небо поровну ветер бродяга старое трепать борода вдоль тротуар мокрый идти шаг твёрдый наверно слишком гордый идти один сердце город нога шёпот гравий шорох гравий грохот гравий напоминать грань нормально прежний дрожать одежда просто кислород город хватать задыхаться не6ть мила мир грубый игра хотеть потерять мир не6ть мила мир грубый игра хотеть потерять мир любовь жить обман понимать каменный порой закрыть глаз нужно мы сам смочь это сделать вовремя холодно наверно слишком гордый идти один центр город мила мир грубый игра хотеть потерять мир чутко ждать сделать чтонибыть позвонить обмануть скучный мир ,29
зеркало разбитый осколок склониться отражение забытый вновь увидеть любовь бездумный птица разбить твой окно снова быть ты сниться быть сниться равно единственный ветер обручить свет озарить светлый заря звезда падать море срывать якорь прочь лететь душа сделать надежда час прийти беда такой прежде быть родиться наш ребёнок подарить мы цветок петь холодный ветер осколок мечта единственный ветер обручить свет озарить светлый заря звезда падать море срывать якорь прочь лететь душа мой сердце рваться небо бояться высота остаться горечь внезапный пустота наш зеркало разбитый увидеть наклонясь два непрожитый жизнь разлетаться звенеть единственный ветер обручить свет озарить светлый заря звезда падать море срывать якорь прочь лететь душа ,30
любить яркий цветок бабочка порхать дарить поклонник мечта сердце никто обещать яркокрасный огненный цветок сорвать однажды захотеть бела мотылёк сияние полететь сложиться нелегко дружба пламя мотылёк самба белый мотылёк открытый огонёк тонкий крылышко опалить мало тоска жить белые мотылёк летать недалеко земля жить нужно непременно выбирать сердце мило сильно обжечь долго любить общий ладиться нелегко дружба пламя мотылёк самба белый мотылёк открытый огонёк тонкий крылышко опалить мало тоска жить белые мотылёк летать недалеко земля самба белый мотылёк открытый огонёк тонкий крылышко опалить мало тоска жить белые мотылёк летать недалеко земля ,31
актриса кулиса играть роль зритель душа таинственный мириться ложь истина актриса непростой ремесло единственно верный хотеть каждый день идти зов обманчивый огонь она жизнь чужой проживать знать я раб любовь иной жизнь безумный карнавал рампа свет заменить тепло любовь мой красота актриса обманчивый влечь напрасный надежда слово значить судьба мой попрежний актриса кулиса играть роль хотеть любовь каждый день идти зов обманчивый огонь душа кричать позвать рампа свет манить сильный сильный любовь мой красота актриса обманчивый влечь напрасный надежда слово значить судьба мой попрежний красота актриса обманчивый влечь напрасный надежда слово значить судьба мой попрежний судьба мой попрежний судьба мой попрежний ,32
ах хотеться вернуться ах хотеться ворваться городок наш улица дом просто знакомый денёк спрос ходить гость зависть злость милый дом рождение справлять навеки провожать весь двор время время кружить снега разъехаться сосед дом сносить ты друг шутить беда год письмо скупой поздравление рождество долгий год ровно восемь дикий строчка какойтый почерк привет ах хотеться вернуться ах хотеться ворваться городок наш улица дом просто знакомый денёк спрос ходить гость зависть злость милый дом рождение справлять навеки провожать весь двор лишь сон приходить лицо узнать половина яркий свет год пройти почтовый ящик открывать два газета письмо ах хотеться вернуться ах хотеться ворваться городок наш улица дом просто знакомый денёк спрос ходить гость зависть злость милый дом рождение справлять навеки провожать весь двор ,33
зайка твой зайчик ручка твой пальчик рыбка твой глазик банька твой тазик солнце мой твой лучик дверца твой ключик стебелёк твой пестик навсегда ты вместе зайка ночь плохо спать любить давно давно любить ночь плохо спать любить давно давно любить бережок речка фитилёк свечка генерал погон паровоз вагон крестик твой нолик удав твой кролик побежать рядом украсть сесть зайка ночь плохо спать любить давно давно любить ночь плохо спать любить давно давно любить быть любить страстно пусть говорить это опасно свернуть гора пугачёв киркоров зайка ночь плохо спать любить давно давно любить день спать спать давно любить ночь плохо спать любить давно давно любить ночь плохо спать любить давно давно любить ,34
это выдумать это видать полюбить ещё вырасти пока думать рано любовь свой город жить холод почему сей пора приходить ты ключ оставить свой дверь ждать звезда вести казаться плыть облако под я звать поить знать искать искать давно всё изменяться получаться один мечтаться слово мой песня ты день ожидание сон желание самый первый самый ранний идти судьба навстречу идти ты ждать звезда вести казаться плыть облако под я звать поить знать искать искать давно ждать звезда вести казаться плыть облако под я звать поить знать искать искать давно знать искать искать давно ,35
быстро сгореть закат спешить рассвет ночь чарующе душистый напоминать твой взгляд ласковый лунный свет любовь хотеться чистый шелест волна шептать влюбить казаться счастие гдеть близко вспомнить капитан жаркий летний наш роман страсть ураган биться тельняшка вспомнить капитан удрать океан уплыть туман белый фуражка слушать слово кругом идти голова звать неведомый страна глупый свой мечта представлять ах быть жена капитан биться лёгкий шторм причал кораблик наш качать оказаться слово обман вспомнить капитан жаркий летний наш роман страсть ураган биться тельняшка вспомнить капитан удрать океан уплыть туман белый фуражка перестать ждать слеза давно лить стать вновь доверчиворучный что скрывать любить толпа узнавать ты повезти однажды весь назло влюбиться водитель трамвай вспомнить капитан жаркий летний наш роман страсть ураган биться тельняшка вспомнить капитан удрать океан уплыть туман белый фуражка вспомнить капитан жаркий летний наш роман страсть ураган биться тельняшка вспомнить капитан удрать океан уплыть туман белый фуражка ,36
натура утончить папа твой посольство служить дипломат достоевский увлечь замуж выходить давно девушка высокий общество трудно избежать одиночество девушка высокий общество трудно избежать одиночество одинокий сказочный принц ожидать говорить мама строгий принц мало хватать девушка высокий общество трудно избежать одиночество девушка высокий общество трудно избежать одиночество девушка высокий общество трудно избежать одиночество девушка высокий общество трудно избежать одиночество ,37
виктор рыбина год год расти больший город всё народ любой время год мы навстречу вставать великий страна добрый вечер привет большой бодун рада встреча ктоть нездоровый ответить доктор болезнь лечить бокал добрый вино добрый вечер привет большой бодунапривет большой бодун рассвет всё слышный звон гитарный струна свежий ветер разносить планета песня петь белый чугун свет прекрасный город бодун привет большой бодун привет большой бодун ,38
скоро весна скоро весна скоро ночь беспокойный сон снова весна снова любовь снова наш жила заиграть кровь снова рассвет снова рассвет назад дорога скоро печаль скоро печаль всё уйти мы немного жаль знать ответ знать ответ вопрос знать обман знать обман знать наш любовь океан один один быть ночью сон скоро любовь скоро весна ага любить любить жаркий огонь ночью день сердце сжигать любить любить улетать исчезать умолять любить любить любить любить любить любить любить любить скоро тепло скоро тепло скоро мы вода натечь скоро тепло скоро экстаз этот музыка доходить делать шаг делать закружиться любовь голова знать знать открыть тайный дверь время идти время идти мы никто вернуть время лететь время лететь двигаться мы танцевать путь снова вопрос снова ответ снова загореть невидимый свет мы любовь мы игра ага любить любить жаркий огонь ночью день сердце сжигать любить любить улетать исчезать умолять любить любить жаркий огонь ночью день сердце сжигать любить любить улетать исчезать умолять любить любить любить любить любить любить любить любить ,39
снова ветер злой перемена уносить оставить тень взамен спросить хотеть улететь ты жёлтый осенний листва птица синь мечта позвать себя прийти сквозь злой ночь отправиться ты путь пророчить прийти туда нарисовать небо солнце разбитый мечта обретать снова сила высота сколько искать сквозь год толпа прохожий думать быть я навсегда уходить толпа узнать прежде любя отпускать позвать себя прийти сквозь злой ночь отправиться ты путь пророчить прийти туда нарисовать небо солнце разбитый мечта обретать снова сила высота каждый спускаться ночь спать город бег дом бессонный прочь тоска холод искать среди сон безликий дверь новый день вновь идти позвать себя прийти сквозь злой ночь отправиться ты путь пророчить прийти туда нарисовать небо солнце разбитый мечта обретать снова сила высота позвать себя прийти сквозь злой ночь отправиться ты путь пророчить прийти туда нарисовать небо солнце разбитый мечта обретать снова сила высота позвать себя прийти сквозь злой ночь отправиться ты путь пророчить прийти туда нарисовать небо солнце разбитый мечта обретать снова сила высота ,40
рыжий девчонка восьмой квартира говорить ночь лишь любовь это поверить открыть дверь рыжий девчонка лунный ночь серый день короче придумать любовь захотеть лунный ночью быть ты сосед напротив встретиться против говорить ночь лишь любовь верить откроить дверь сосед напротив лунный ночь серый день короче придумать любовь захотеть лунный ночью быть ты небо звезда прямо рука упасть ла ла ла ла ночью любой желание исполнить ночью любой желание посмотреть небо небо светить звезда звезда светить ночью лишь любовь прямо порог лунный дорога всё это ты посмотреть лунный ночь серый день короче придумать любовь захотеть лунный ночью быть ты лунный ночь серый день короче придумать любовь захотеть лунный ночью быть ты лунный ночь серый день короче придумать любовь захотеть лунный ночью быть ты лунный ночь серый день короче придумать любовь захотеть лунный ночью быть ты ,41
