text,id
1 натали аркадий хорал однажды лето присниться новый год зелёный трава снегурочка идти к букет ромашка заявиться дедушка мороз ларец волшебный преподнести новогодний игрушка свеча хлопушка он весёлый зверюшка перевернуть дом завести весёлый хоровод смешить лесной народ вериться всё пройти сказочный сон 2 натали аркадий хорал всё уносить время исчезнуть нежданный сон порою снова к приходить однажды средь вещь забытый случайно поднять ларец значит сказка новогодний летний конец новогодний игрушка свеча хлопушка он весёлый зверюшка перевернуть дом завести весёлый хоровод смешить лесной народ вериться всё пройти сказочный сон новогодний игрушка свеча хлопушка он весёлый зверюшка перевернуть дом новогодний игрушка свеча хлопушка он весёлый зверюшка перевернуть дом ,11
небо полночный небо весенний падать два звезда падать звезда лёгкий свечение утренний сад счастливый праздник падение голова вскружить вернуться снова небо сила два звезда два светлый повесть свой любовь невесомость голос среди молчание небесный храм звезда венчание сожаление звезда птица крыло дать небо высокий снова родиться звезда суждено звезда сгорать долетать берег земной золотой свеча растаять звёздный песня два звезда два светлый повесть свой любовь невесомость голос среди молчание небесный храм звезда венчание два звезда два светлый повесть свой любовь невесомость голос среди молчание небесный храм звезда венчание ,12
отражаться солнце река глаз облако отгадать синица рука журавль небо отражаться окно закат таять розовый свет прощально толпа твой единственный взгляд отражать обман зеркальный королевство кривая зеркало миллион отражение чужой найти среди долго искать долго искать королевство кривая зеркало королевство кривая зеркало идти ты звон стекло осколок бродить свет забывать бить зеркало скверна примета сверкать темнота мочь иначе себя вести словно солнечный яркий зайчик королевство кривая зеркало миллион отражение чужой найти среди долго искать долго искать королевство кривая зеркало королевство кривая зеркало королевство кривая зеркало миллион отражение чужой найти среди долго искать долго искать королевство кривая зеркало королевство кривая зеркало ,13
верить ночь пройти сгинуть страх верить день прийти весь луч пропеть новый песня главный пройти лучистый звать славный белый день сколько зима ночь сколько год жизнь сгинуть мгла свет пропеть новый песня главный пройти лучистый звать славный белый день войти радость день блудный сын сказать здравствуй мир пропеть новый песня главный пройти лучистый звать славный чудный мир ,14
янтарный луч рассвет застылый мой окно несмотря это сегодня грустно день наступить значит всё свой место както всё иначе сегодня всё день рождение праздник детство никуда никуда никуда деться день рождение грустный праздник улыбнуться улыбнуться улыбнуться грусть напрасно подарок дорогой подарок миля каждый день прожить круг свой друг свет происходить зря вдаль уносить ветер листок календарь день рождение праздник детство никуда никуда никуда деться день рождение грустный праздник улыбнуться улыбнуться улыбнуться грусть напрасно день рождение праздник детство никуда никуда никуда деться день рождение грустный праздник улыбнуться улыбнуться улыбнуться грусть напрасно ,15
ах жёлтый ботинок шагать быстро асфальт идти пешком мимо проезжать чайка мило улыбнуться посмотреть мой глаз весенний лёгкий быстрый ветер застрять надолго тормоз рокхопчопчоп эй рокхопчопчоп эй рокхопчопчоп ааа рокхопчопчоп эй рокхопчопчоп эй рокхопчопчоп ааа огонь залить москва чудо грезить ночь ах жёлтый ботинок бежать чайка прочь прочь бросать чаёк бежать ночь крокодилий кожа лодочка пробежать сретенка домой ботинок лодочка брать себя рокхопчопчоп эй рокхопчопчоп эй рокхопчопчоп ааа рокхопчопчоп эй рокхопчопчоп эй рокхопчопчоп ааа ,16
малиновка заслышать голосок припомнить забытый свидание жёрдочка берёзовый мосток тихий речушка название просить час розовый напеть тихонько дорога край берёзовый малиновый заря волна идти неведомый камушек берег качать петь мы малиновка напрасно молчать источник tekstypesenokru сжечь мосток уйти сердце боль исчезнуть речка вдаль умчаться юность песня словно первый любовь малиновка к вернуться ,17
белый ночь сирень листва ветер качать робкий смелый белый ночь час уснуть присниться сон удивительно белый птица взмахнуть волшебный крыло появление твой угадать белый ночь ты уйти знать знать проигрыш белый ночь опуститься облако ветер гадать юный листва слышать знакомый речь видеть облик твой почему это сон белый ночь опуститься облако ветер гадать юный листва слышать знакомый речь видеть облик твой почему это сон краска заря небесный высь жаль видение мой короче сон повториться просить повториться короткий белые ночь сердце один надежда тая восходящий день улыбаться верить сон наяву ты повстречаться ты повстречаться ,18
эскадрон мой мысль шальной решётка преграда удержать мочь лихой скакун пусть лететь пусть лететь мой мысль мой скакун пришпоривать нету нужда аллюр нестись признавать узда мой мысль мой скакун словно искра зажечь ночь обгонять безумие ветер хмельный эскадрон мой мысль шальной никто удержать мой мысль умчать вдаль обратно вернуться жаль жаль эх залётный мысль мой год уноситься прочь рассвет закат закат сквозь ночь мчаться прочь мой мысль мой скакун словно искра зажечь ночь обгонять безумие ветер хмельный эскадрон мой мысль шальной мой мысль мой скакун словно искра зажечь ночь обгонять безумие ветер хмельный эскадрон мой мысль шальной мой мысль мой скакун словно искра зажечь ночь обгонять безумие ветер хмельный эскадрон мой мысль шальной обгонять безумие ветер хмельный эскадрон мой мысль шальной ,19
знать горе горе горе край магнолия плескать море сидеть мальчишка забор наводить грусть танцевать пара пара пара мотив знакомый старый сладкий голос басгитара тревожить память мой пусть пусть пусть когдато сюда бегать ребята ребята глаз блестеть агат агат щека играть кровь модно модно танцевать пара аккорд аккорд говорить свободно свободно жизнь любовь край магнолия плескать море сидеть мальчишка забор восхищение каждый взор невольно ловить мальчишка надоесть драться ночь девчонка сниться сегодня танец этот песня её дарить когдато сюда бегать ребята ребята глаз блестеть агат агат щека играть кровь модно модно танцевать пара аккорд аккорд говорить свободно свободно жизнь любовь когдато сюда бегать ребята ребята глаз блестеть агат агат щека играть кровь модно модно танцевать пара аккорд аккорд говорить свободно свободно жизнь любовь ,20
это сам дело жизнь чужой конь яблоко лететь касаться мостовая понада кpышами кваpталый кончаться суета мечта летать сеpый яблоко мечта конь яблоко конь сеpый мечта конь смелый скакать цокать вpеменить маленький ниже стpеменить конь яблоко конь сеpый мечта конь смелый скакать цокать вpеменить маленький ниже стpеменить отозваться каpусельный бубенец ночной тень лошадь отдельно яблоко один давно тpавостоить степь мечта мой всё гнать водопой сеpый яблоко конь конь яблоко конь сеpый мечта конь смелый скакать цокать вpеменить маленький ниже стpеменить конь яблоко конь сеpый мечта конь смелый скакать цокать вpеменить маленький ниже стpеменить конь яблоко конь сеpый мечта конь смелый скакать цокать вpеменить маленький ниже стpеменить конь яблоко конь сеpый мечта конь смелый скакать цокать вpеменить маленький ниже стpеменить ,21
улететь лист тополь повториться мир неизбежность жалеть лист жалеть жалеть любовь мой жалеть любовь мой нежность нежность пусть дерево голый стоять клясть шумный метель ктоть виноватый дерево лист дерево лист улететь улететь улететь лист тополь улететь лист ,22
порушкапоранить любить иван эко любить иван головушка кудрявый любить иван головушка кудрявый головушка кудрявый бородушка кучерявый головушка кудрявый бородушка кучерявый кудри виться лицо любить ваня молодец кудри виться лицо любить ваня молодец эх ванюшка ванюшка горенка похаживать ванюшка горенка похаживать свой сапог сапог поколачивать сударушка высушить мороз ветер сердце вызнобить порушкапоранить любить иван эко любить иван головушка кудрявый любить иван головушка кудрявый головушка кудрявый бородушка кучерявый ,23
словно ясный небо грянуть гром растревожить взволновать ипподром трибуна разговор проиграть спор удивиться знаток подвести рысак словно ктоть рой пчелиный разбудить эй смотреть скакать впереди обойти посметь маститый именитыхзнаменитый первый прийти дорога упасть гладко тёмный лошадка вырваться вперёд тёмный лошадка чейтый слабый шанс тёмный лошадка чейтый звёздный час почувствовать азарт бояться выходить старт думать финалевсе когдато начинать знать победа нелёгкий слышать голос знаток гладко тёмный лошадка вырваться вперёд тёмный лошадка чейтый слабый шанс тёмный лошадка чейтый звёздный час ,24
видеться вы друг давнымдавно забота немало дело полнымполно придумать когдато телефон давать созвониться пусть мы помочь суета привычный день день идти должный однажды выбрать несколько минута давать созвониться хотеть повторить найтись вы что поговорить давать созвониться давать трубка снять дожидаться повод взять позвонить давать созвониться дело отодвинуть долгий молчание друг друг извинить номер телефон мы незачем искать память прежде легко набрать наш дружба столько год хранить услышать песня давать позвонить давать созвониться давать трубка снять дожидаться повод взять позвонить давать созвониться дело отодвинуть долгий молчание друг друг извинить давать созвониться давать трубка снять дожидаться повод взять позвонить давать созвониться дело отодвинуть долгий молчание друг друг извинить ,25
замуж выходить возле дом рука брать решительно плестись тихонько позади тихонько позади ты встречаться сказать спешить ты замуж выходить выходить замуж выходить замуж выходить замуж выходить замуж оне выходить бродить тёмный улица замечать время отдаваться каждый шаг грудь каждый шаг грудь пара сторона видный замуж выходить выходить замуж выходить замуж выходить замуж выходить замуж негооо выходить ты красота твой бояться одиночество право сам посудить сам посудить понять свадьба гость впервые хотеться замуж выходить выходить замуж выходить замуж выходить замуж выходить замуж выходить замуж выходить замуж выходить замуж выходить замуж негоо оне выходить выходить выходить выходить выходить выходить ,26
оставлять один вновь целый день посреди путь шум дождь укрыть тень день накинуть снова слышать тысяча окова столько лишний бесполезный слово вечер всё изменять встреча мы назначать вопрос стать вновь простой вечер всё изменять обида таять мой желание знать шутка шум сотня голос оглушить увести себя яркий блеск огонь увидеть тысяча чужой лицо вокруг помнить хотеться видеть вечер всё изменять встреча мы назначать вопрос стать вновь простой вечер всё изменять обида таять мой желание знать ,27
бабушка жить дедушка жить папа мама ходить гость мы стать модный один малыш иметь подкинуть старик сестрёнка братишка говорить ребёнок хлопоты невпроворот земля сто близкий год мода ребёнок пройти шоколад полный дом мармелад полный дом класть игрушка некуда давно счастливый расти настоящий купить пёс очень славный сестрёнка братишка говорить ребёнок хлопоты невпроворот земля сто близкий год мода ребёнок пройти хотеть бабушка вязать хотеть дедушка поспать слоняться двор жалко папа мама источник tekstypesenokru человек брат завести сестра сестрёнка братишка говорить ребёнок хлопоты невпроворот земля сто близкий год мода ребёнок пройти сестрёнка братишка говорить ребёнок хлопоты невпроворот земля сто близкий год мода ребёнок пройти ,28
горбун склон год однажды раскрыть секрет сказать горбун летать земля сложный горб крыло спина быть быть полечить расправить крыло ждать жизнь один похожий горбун земля когдато оттолкнуться взлететь полечить разогнуться быть быть полечить расправить крыло ,29
старый сад ланфренланфр лететь голубка сон висеть ланфренланфр ветвь голубка ланфренланфр лантатит свежий ручей трава густой постель ландыш пустой лететь сад голубка лёгкий сон ланфренланфр сорвать тяжёлый ветка сладкий ланфренланфр такой сон редкий ланфренланфр лантатит сладкий сон твой уста роза падать куст ты грудь голубка мой сад ланфренланфр соловей ворон беда ланфренланфр любовь пророчить хором ланфренланфр лантатит светить прощальный звезда любовь последний чистый лететь сад голубка ,30
сердечный рана подорожник приложить любовь уйти её приворожить свет заговорный слово свет приворотный трава разрывтрава зацвести лес плакунтрава обронить слеза одоленьтрава одолеть боль вернуть вернуть любовь разрывтрава зацвести лес плакунтрава обронить слеза одоленьтрава одолеть боль вернуть вернуть любовь верить ворожба заклинание хотеть забыть забыть знать сердце падать кругом голова повторять заговорный слово разрывтрава зацвести лес плакунтрава обронить слеза одоленьтрава одолеть боль вернуть вернуть любовь разрывтрава зацвести лес плакунтрава обронить слеза одоленьтрава одолеть боль вернуть вернуть любовь ,31
неделька второй уехать комарово поглядеть отвыкнуть глаз балтийский волна море быть разом корабль водолаз найти пучина час затонуть неделька второй уехать комарово найти пучина час затонуть неделька второй уехать комарово качаться дюна шереметьевский баркас карельский скала общественный начало захотеть личный водолаз неделька второй уехать комарово карельский скала личный водолаз неделька второй уехать комарово воскресный электричка краешек земля водолаз искать клад клад синий море тонуть корабль неделька второй уехать комарово синий море тонуть корабль неделька неделька второй второй уехать уехать комарово синий море тонуть корабль ,32
стройный тень вновь повторять сотня зеркало мир тишина изменяться вихрь кружить звёздный бал вспоминать ранний сниться сказочный сон прочь сомнение твёрдо решить сбыться сбыться стать прекрасный принцесса мечта далёкий сон ветер срывать ночной цветок всё подарить серость дождь соглашаться блеск огонь бросить след взгляд осуждать одетый уметь мечтать безответно сказать пусть наступать загадочный вечер это смочь доказать стать прекрасный принцесса мечта далёкий сон ветер срывать ночной цветок всё подарить стать прекрасный принцесса мечта далёкий сон ветер срывать ночной цветок всё подарить ,33
вновь город весь огонь вновь суббота ждать суета маня город звать суббота суббота бег забота суббота суббота никакой хлопоты суббота суббота ждать спешить город вечерний идти побродить пешком посидеть кафе твой вспомнить телефон позвонить ты суббота суббота бег забота суббота суббота никакой хлопоты суббота суббота ждать спешить город вечерний идти сто неотложный дело пусть подождать пока пусть подождать пока понедельник суббота суббота бег забота суббота суббота никакой хлопоты суббота суббота ждать спешить город вечерний идти суббота суббота бег забота суббота суббота никакой хлопоты суббота суббота ждать спешить город вечерний идти ,34
крутой поворот машина бросать кювета снова дух замирать прекрасный профессия каждый роль смочь сто жизнь прожить лишь кино это подарить каскадёр каскадёр случай прекрасный гость каскадёр каскадёр опасность это общий пустяк это наш судьба мочь иначе экран рисковать лихо преследовать зло б жизнь наш мы бесконечно везти снова съёмка погоня риск конец работа свой обжигать сердце каскадёр каскадёр случай прекрасный гость каскадёр каскадёр опасность это общий пустяк это наш судьба мочь иначе каскадёр каскадёр случай прекрасный гость каскадёр каскадёр опасность это общий пустяк это наш судьба мочь иначе ,35
ночью синь ночью поздний тихо встать порог час созвездие яркий небо светиться что пытать быть стрелец козерог лишь вопрос задать большой медведица созвездие жить свой жизнь тот человек конец ещё понять всётаки сказать всётаки ответить почему один бродить небо чей вино понять ответить вечно один почему твой медведь чей вино понять ответить вечно один почему твой медведь поделать рассуждать позёмный это медведица простить сиять смотреться подругий б твой большой медведь сиять поблизости чей вино понять ответить вечно один почему твой медведь чей вино понять ответить вечно один почему твой медведь вечно один почему твой медведь ,36
просить подождать осень плечо кутать шаль проливный дождь проливный печаль танго облететь листва парка доиграть квартет молча умирать цветок прятать секрет параллельно земля облако небо плыть параллельно капля течь осенний мокрый стекло параллельный весь облако долго ты идти другой берег страшно один город погружаться ночь шёпот задувать свеча позвать ответ промолчать таять гдеть небо пустой танго облететь листва слышный сердце мой новый знакомый мотив параллельно земля облако небо плыть источник tekstypesenokru параллельно капля течь осенний мокрый стекло параллельный весь облако долго ты идти другой берег страшно один параллельно параллельно параллельно параллельно земля облако небо плыть параллельно капля течь осенний мокрый стекло параллельный весь облако долго ты идти другой берег страшно один идти другой берег страшно один ,37
яблоко снег розовый белый мы они делать яблоко снег яблоко снег розовый нежный кожа помочь мочь яблоко снег яблоко снег яблоко снег яблоко снег помочь мочь помочь мочь яблоко снег беззащитно мёрзнуть словно былой весна память берег яблоко снег медленно замерзать согреть слеза мочь яблоко снег яблоко снег яблоко снег яблоко снег согреть слеза мочь источник tekstypesenokru согреть слеза мочь яблоко снег снимать ветка светить прощальный свет яблоко снег яблоко снег яблоко снег яблоко снег яблоко снег мы они делать яблоко снег светить прощальный свет яблоко снег ,38
рука дать середина путь рука дать ещё мы долго идти пусть путь уставать всё идти мы лёгкий вдвоём позади крутой поворот позади обманчивый лёд позади холод грудь позади мир большой кончаться путь миг ресница сомкнуть сторона мы пройти свернуть порой устало вздохнуть позади крутой поворот позади обманчивый лёд позади холод грудь позади один оглянуться оглянуться это наш путь называться жизнь грусть просить грусть столько позади позади крутой поворот позади обманчивый лёд позади холод грудь позади ,39
маленький плот сквозь буря дождь гроза взять сон грёза детский мечта тихо уплыть лишь дом проникнуть полночь рифма наполнить мир который жить пусть нелёгкая путь тянутый к дно боль грусть прежний ошибка груз плот свить песня слово весь мой беда назло вовсе плохой тот бег беда пророчить сытный простой твёрдый берег дать понять я стать вдаль позвать успокоить пусть нелёгкая путь тянутый к дно боль грусть прежний ошибка груз плот свить песня слово весь мой беда назло вовсе плохой нить прошлое порвать далёкий быть монотонный будни тихо уплыть маленький плот лишь дом проникнуть полночь мир новый краска полный обрести пусть нелёгкая путь тянутый к дно боль грусть прежний ошибка груз плот свить песня слово весь мой беда назло вовсе плохой маленький плот свить песня слово весь мой беда назло вовсе плохой ,40
диск телефон бессмысленно круча твой номер набирать молчать сегодня вечером к прийти друг почему прийти ты хотеть тайком любить хотеть ничто скрывать хотеть прежде жить хотеть терять хотеть тайком любить хотеть ничто скрывать хотеть прежде жить хотеть терять почему почему жить далёкий друг друг каждый день почему почему мы лгать сказать любовь должный скрывать хотеть тайком любить хотеть ничто скрывать хотеть прежде жить хотеть терять хотеть тайком любить хотеть ничто скрывать хотеть прежде жить хотеть терять диск телефон уверенно круча твой номер набирать кричать приходить к ждать воровать любовь быть хотеть тайком любить хотеть ничто скрывать хотеть прежде жить хотеть терять хотеть тайком любить хотеть ничто скрывать хотеть прежде жить хотеть терять хотеть тайком любить хотеть ничто скрывать хотеть прежде жить хотеть терять ,41
долго далеко дорога ты скучать отвести мой печаль припасть к щека нести стол оставить злой вести снова вместе прилететь час сто скорый снять мой усталость сегодня долго уснуть грусть пусть мы остаться лишь сто час вдвоём измениться похудеть выглядеть молодой стать дорогой такой видеть нигде простить снова цвет полдень болтаться небо небо взять просто негде червонец сто скорый снять мой усталость сегодня долго уснуть грусть пусть мы остаться лишь сто час вдвоём былой встреча мираж ждать путь нелёгкий дальний венок ожидание остаться жизнь обещание звук пустой речь верить дождаться встреча прилететь час сто скорый снять мой усталость сегодня долго уснуть грусть пусть мы остаться лишь сто час вдвоём ,42
театр звать манить тpуд билет купить долгожданный день настать сесть трамвай живой сразу голос чужой вежливый тихо прозвучать предъявить билет мочь сказать ответ билет балет трамвай билет бельэтаж ложа пять что ещё мечтать девять лебедь перед я идти домой сон трамвай открыть дверь сесть услышать спина предъявить билет мочь сказать ответ билет балет трамвай билет театр звать манить билет купить кошмар сниться тишина бег свой трамвай рельс я ехать кpичить вдогонку предъявить билет мочь сказать ответ билет балет трамвай билет предъявить билет мочь сказать ответ билет балет трамвай билет предъявить билет мочь сказать ответ билет балет трамвай билет предъявить билет мочь сказать ответ билет балет трамвай билет предъявить билет мочь сказать ответ билет балет трамвай билет ,43
комната прокурить резать дым глаз банк изпод соус мирно спать гюрза стол сидеть майор молча пить вино словно зайчик солнечный орден судья отставной майор знать знать отставной майор видеть смерть чужой глаз отставной майор сапог пыль афганский гора жена дочь дым победа ночь разлетаться пачка сигарета костыль свежий шов поперёк грудь ведать майор впереди сидеть весь день голова полный седина вспоминать друг помнить слеза мать помнить пыль афганский гора солнце выжечь простор камаз рёв разрыв пуля вновь сжимать руль отец комбат атака поднимать солдат среди берёза ставить ребро вопрос конец отдать свой долг сделать всё сделать смочь почему сей пора глотать пыль афганский гора майор ,44
взойти трон мой крыльцо постоять помолчать поглядеть лицо тёплый ветер подуть поле первый снег закружиться пух тополь приблизиться крик гусиный стая земля покачнуться вернуться май приблизиться крик гусиный стая земля покачнуться вернуться май прийти подарить весенний день обжечь лиловый огонь сирень снова вдаль полететь земля облако синева стать вновь глубокий приблизиться крик гусиный стая земля покачнуться вернуться май приблизиться крик гусиный стая земля покачнуться вернуться май ,45
утро словно миг откровение краткий миг дарить заря снова это чудомгновение снова ты повторить повторить повторить радоваться жизнь сам радоваться вместе ты разучиться рядом рядом быть рядом быть снова день промчаться забота спешка дело радость встреча ты будни затмить радоваться жизнь сам радоваться вместе ты разучиться рядом рядом быть рядом быть вечер несмотря усталость добрый окружить тишина словно утверждать радость снова пройти сторона сторона сторона радоваться жизнь сам радоваться вместе ты разучиться рядом рядом быть рядом быть радоваться жизнь сам радоваться вместе ты разучиться рядом рядом быть рядом быть ,46
шапито огонь яркий ночь гореть весело стоить рука сжимать рыжий свой парик манеж выходить последний играть труба унисон слышать сторона рыжий рыжий рыжий нук нук рассмешить рыжий рыжий рыжий хохотать хохотать малыш парик снять качать качать голова ранний рыжий седой ранний рыжий седой источник txtsongru почему почему слышать зал кричать снова надеть парик мочь жизнь повернуть назад смешно старик свет пока погаснуть дать туша последний рыжий рыжий рыжий нук нук рассмешить рыжий рыжий рыжий хохотать хохотать малыш парик снять качать качать голова ранний рыжий седой ранний рыжий седой рыжий рыжий рыжий нук нук рассмешить рыжий рыжий рыжий хохотать хохотать малыш парик снять качать качать голова ранний рыжий седой ранний рыжий седой рыжий рыжий ,47
сниться сон словно париж словно влюбить солнце изз крыша встретить париж смотреть кафе стоить французкий детство изучать решить разговор начать вежливый бонжур ты сказать проводить ходить ходить летний воздух неподвижный ходить ходить париж париж б узнать близкий знать близкий кафе сантиже ходить ходить летний воздух неподвижный ходить ходить париж париж сесть напротив полезть карман видеть пять монета ооо неожиданный конфуз смутить истинный француз сказать госто жега порсто пусть прислать счёт домой ходить ходить летний воздух неподвижный ходить ходить париж париж б узнать близкий знать близкий кафе сантиже ходить ходить летний воздух неподвижный ходить ходить париж париж сесть напротив полезть карман видеть пять монета ооо сие ля ви понять любой деньга любовь такчто пока съездить сыктывкар деньга поднакопить слегка ходить ходить летний воздух неподвижный ходить ходить париж париж б узнать близкий знать близкий кафе сантиже ходить ходить летний воздух неподвижный ходить ходить париж париж сесть напротив полезть карман видеть пять монета ооо ,48
pук клубок волшебный шёлк доpогий идти покатиться клубок золотой луч заpь аpиадно ниточка надежда подаpь аpиадно аpиадно заблудиться чужой стpана аpиадно аpиадно лабиpинта выйти тот стpана жить влюбить один лететь удивительный день hо коль сеpдец твой доpог найти pастеpяться потеpяться навеки пpопасть аpиадно аpиадно заблудиться чужой стpана аpиадно аpиадно лабиpинта выйти hу впpочь нужный твой клубок выбpать лишь один доpог нужный твой любовь путеводный звезда пускай сиять наш небо навсегда аpиадно аpиадно заблудиться чужой стpана аpиадно аpиадно лабиpинта выйти ,49
