text,id
запомнить i love you lololololove you понять i palagin on the beat запомнить i love you lololololove you понять i need you neeneeneed you love you запомнить i love you lololololove you понять i need you neeneeneed you love you знать просто дурак решить поиграться ты увидеть глаз искренний страх гора взять твой рука сжать её сильно навсегда сбежать ты далеко маленькамаленький ты один целое земля стоить нога вселенная самый сладкий самый нежный запомнить i love you lololololove you понять i need you neeneeneed you love you запомнить i love you lololololove you понять i need you neeneeneed you love you знать страдать боль грустно хотеть понять снова далёкий друг друг расстоя наплевать всё знать нарочно хотеть ты лгать сплетня гордость подруга устать привыкать ты один целое земля стоить нога вселенная самый сладкий самый нежный запомнить i love you lololololove you понять i need you neeneeneed you love you запомнить i love you lololololove you понять i need you neeneeneed you love you запомнить i love you lololololove you понять i need you neeneeneed you love you запомнить i love you lololololove you понять i need you neeneeneed you love you ,11
капкап улица осень быть дурак бросить хотеть смотреть вслед другой ревновать найти такой любить другой смочь ценить найти дорогой сомнение бред поиск впустую найти такой хороший сегодня ты случиться среди твой нуль жирный единица вообще плевать слякоть ненастье бег лужа навстречу свой счастие хороший сегодня ты случиться среди твой нуль жирный единица вообще плевать слякоть ненастье бег лужа навстречу свой счастие капкап улица человек чеготь ждать коготь любить спешить ты замечать нравиться знать скучать любить другой смочь ценить найти дорогой сомнение бред поиск впустую найти такой хороший сегодня ты случиться среди твой нуль жирный единица вообще плевать слякоть ненастье бег лужа навстречу свой счастие хороший сегодня ты случиться среди твой нуль жирный единица вообще плевать слякоть ненастье бег лужа навстречу свой счастие среди твой нуль жирный единица бег лужа навстречу свой счастие хороший сегодня ты случиться среди твой нуль жирный единица вообще плевать слякоть ненастье бег лужа навстречу свой счастие хороший сегодня ты случиться среди твой нуль жирный единица вообще плевать слякоть ненастье бег лужа навстречу свой счастие ,12
слеза твой вода напоить она весь мир милый жизнь боль смочь засиять яркий звезда слеза твой вода напоить она весь мир жизнь бывать давать выбираться дыра твой мир окутать пыль расти цветок ранний время идти твой жизнь плохой кто прислониться душа душа чувство весь мир лишний плохо аж хотеться вскрыться это сам понаслышке знать знать погаснуть лишь сиять слеза твой вода напоить она весь мир милый жизнь боль смочь засиять яркий звезда слеза твой вода напоить она весь мир жизнь бывать давать выбираться дыра солнце говорить светить весь одинаково луч хватать лишь бог смотреть оконце выходить солнце говорить ты смотреть сдаваться доказать мочь иначе убивать делать сильный милый прийти твой светлый время слеза твой вода напоить она весь мир милый жизнь боль смочь засиять яркий звезда слеза твой вода напоить она весь мир жизнь бывать девочка родить любовь ,13
столько пережить столько загубить ты губить ты настоящий долго ждать твой взгляд манящий бывать странно заживать рана бывать пусто исчезать чувство щелчок палец никуда деться завтра проснуться измениться пережить всё бояться почувствовать успокоиться пережить всё это страшно любить важно пережить всё бояться почувствовать успокоиться пережить всё это страшно любить важно столько поменять сначала это новый жизнь начинать причал быть плавать глубоко набирать воздух забывать боль отпускать слеза всё плохо серьёзно хороший намного просить заметить ответ тот кто приручить неужели заслужить получить пережить всё бояться почувствовать успокоиться пережить всё это страшно любить важно пережить всё бояться почувствовать успокоиться пережить всё это страшно любить важно путь остаться уйти сердце два роль родный боль путь остаться уйти сердце два роль родный боль пережить всё бояться почувствовать успокоиться пережить всё это страшно любить важно пережить всё бояться почувствовать успокоиться пережить всё это страшно любить важно пережить всё бояться почувствовать успокоиться пережить всё это страшно любить важно ,14
пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный такой карий глаз твой рука мой рука глубокий океан тон немой каждый день просто ночной катимкатить двое двадцать город включить фонарь добавить звук спеть любовь спеть любовь молча закрой глаз летний ветерок рада сегодня сегодня вдвоём пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный давать летать ты выше дом быть просто молчать утром никто быть вместе счастие кричать ухо ты пропеть темно лишь сегодня сказать любить пока пьяный молча закрой глаз летний ветерок рада сегодня сегодня вдвоём пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный пьяный ,15
прощать свидание снова сердце кусок простой вопрос ответить лишь гудок мама сердце яма знать она увы лампада потухнуть сразу мама корабль медленно тонуть обветрить ладонь душа приносить понять раз ночь пройти какнибыть суббота набрать твой номер ктоть мой всё сказать ты шёпот быть это просто прощать свидание снова сердце кусок простой вопрос ответить лишь гудок прощать свидание снова сердце кусок кусок простой вопрос ответить лишь гудок твой гудок взять трубка давать пара эпитет очень хреновый это звонить родитель фрукт закончиться смесь малое купить забыть быть полвторого родный просить перезвонить гдеть кофейня мыло пена воскресение считать штраф пеня дада рядом тот кто вовсе ценить мы нужный тот кто вым феня ночь пройти какнибыть суббота набрать твой номер ктоть мой всё сказать ты шёпот быть это просто ало прощать свидание снова сердце кусок простой вопрос ответить лишь гудок прощать свидание снова сердце кусок кусок простой вопрос ответить лишь гудок твой гудок твой гудок ответить лишь гудок ,16
молча идти дождь смывать лист ветер спина поднимать пыль глаз монотонно тонуть мысль всё ты рука тянуться набрать твой цифра быть покуда забыть быть мелькать повсюду мелькать повсюду хэпиэнд это поверить снова пас зазабирать чтоть внутри таять зазабывать бывать просто всё против лишь безнадёжно влюбить зазабирать чтоть внутри таять зазабывать бывать просто всё против лишь безнадёжно влюбить страсть порка почему мой маршрут твой дорога твой дорога заставлять думать ты логика гдеть день рука тянуться набрать твой цифра быть покуда забыть быть мелькать повсюду мелькать повсюду хэпиэнд это поверить снова пас зазабирать чтоть внутри таять зазабывать бывать просто всё против лишь безнадёжно влюбить зазабирать чтоть внутри таять зазабывать бывать просто всё против лишь безнадёжно влюбить зазабирать чтоть внутри таять зазабывать бывать просто всё против лишь безнадёжно влюбить зазабирать чтоть внутри таять зазабывать бывать просто всё против лишь безнадёжно влюбить ,17
никто сказать выйти эфир наш тайный миссия спасти мир сила внутри знать ответ прежде вечный путь среди другой звезда поднимать самый главный вопрос важный любовь всё остальной тлен страх лишь голова армагеддон эпицентр взрыв падать звезда твой нога это красиво армагеддон сильно живой самый больший любовь самый больший любовь армагеддон каждый тормозить бояться напоказ сорвать чек взорвать наш мир атака энергия другой светить обжечься болеть пустить обманчивый ветер нейросеть подругий никак теряться ложь пропускать реальный жизнь армагеддон эпицентр взрыв падать звезда твой нога это красиво армагеддон сильно живой самый больший любовь самый больший любовь армагеддон сильно живой самый больший любовь самый больший любовь армагеддон эпицентр взрыв падать звезда твой нога это красиво армагеддон сильно живой самый больший любовь самый больший любовь армагеддон ,18
когданибудь забыть боль непонятый любовь когданибудь решить ты стать обычный человек идти к спасать ложиться я постель который ты давно превратиться самоцель одинокий одинокий безумец темнота снова выстрелить попасть мишень ранить хотеть это рикошет снова выстрелить стать сторона стрела попасть больно стать снова выстрелить попасть мишень оставить рана мой душа рикошет рикошет рикошет рикошет видеть держать устать расстаться хотеть видеть прятать печаль многолюдный пустота пора понять пора менять дверь сорвать петля подумать это сложно разбежаться взлететь одинокий одинокий безумец темнота снова выстрелить попасть мишень ранить хотеть это рикошет снова выстрелить стать сторона стрела попасть больно стать снова выстрелить попасть мишень оставить рана мой душа рикошет рикошет рикошет рикошет снова выстрелить попасть мишень ранить хотеть это рикошет снова выстрелить стать сторона стрела попасть больно стать снова выстрелить попасть мишень оставить рана мой душа рикошет рикошет рикошет рикошет когданибудь когданибудь когданибудь когданибудь когданибудь когданибудь когданибудь когданибудь снова выстрелить попасть мишень ранить хотеть это рикошет снова выстрелить стать сторона стрела попасть больно стать снова выстрелить попасть мишень оставить рана мой душа рикошет рикошет рикошет рикошет ,19
лалалалалелать лела лалалалалелалолалеть лелелелелелать лела лелелелелелалалалалалалеть лелелелелелелалолалеть лелелелелелелалолалеть лелелелелелать лела лелелелелелелелелелелеть встречаться ты полгода бывать душа непогода встретить ясный день парапаммефаделаль счастливый снова влюбиться похожий красивый принц остаться пара неделя папевамделаль ты грустно приходить туда провожать закат ты пусто забывать ты грустно приходить туда провожать закат ты пусто забывать забывать забывать забывать лето рассказать наболеть дождь бежать ты букет оказаться промокнуть кемтый другой папелалеть аромат её волос эх зря играть ты думать думать забрать домой быть ты грустно приходить туда провожать закат ты пусто забывать ты грустно приходить туда провожать закат ты пусто забывать ты грустно приходить туда провожать закат ты пусто забывать забывать забывать забывать подходить тот улица гулять ты желание сбыться спорить спорить спорить навсегда спутница давать давать давать тот гулять ты желание сбыться спорить спорить спорить навсегда спутница давать давать давать тот ,20
удивительно нежный я день удержать рассказать ты поехать кудато музыка сестра сестра хотеть танец утро сестра сестра оставить выбор сестра сестра хотеть танец утро музыка спасать самый сладкий сон попасть ловушка ключ подобрать игрушка поломать собрать твёрдо решить встреча мимо пройда остановить машина передумать сестра сестра хотеть танец утро сестра сестра оставить выбор сестра сестра хотеть танец утро музыка спасать самый сладкий сон сестра сестра хотеть танец утро сестра сестра оставить выбор сестра сестра хотеть танец утро музыка спасать самый сладкий сон yaya yaya babe quero dançar contigo meu amor vai por favor tu partiste o meu coração não me deixaste opção nem te quero aqui vai por favor meu amor quero dançar sim eu quero dançar contigo сестра сестра сестра сестра сестра сестра музыка спасать самый сладкий сон сестра сестра хотеть танец утро сестра сестра оставить выбор сестра сестра хотеть танец утро музыка спасать самый сладкий сон сладкий сон музыка спасать самый сладкий сон ,21
im lonely lonely lonely im lonely lonely lonely искать танцпол хотеть друг друг дополнить im lonely lonely lonely im lonely lonely lonely быть мой половина хотеть сделать счастливый устать упускать ответ провожать рассвет мы часовой пояс полюс адрес город уметь любить подарить ты целый жизнь толькотолько найтись пока мой сердце спать im lonely lonely lonely im lonely lonely lonely искать танцпол хотеть друг друг дополнить im lonely lonely lonely im lonely lonely lonely быть мой половина хотеть сделать счастливый тянуть ты мой мысль голова манить полушарие полушарие детство сбежать дать сердце ты поверженный чувство сдержать быть прежний быть быть быть прежний быть быть быть прежний im lonely lonely lonely im lonely lonely lonely искать танцпол хотеть друг друг дополнить im lonely lonely lonely im lonely lonely lonely быть мой половина хотеть сделать счастливый хотеть любить мир твой глаз хотеть встретиться внезапно отражаться твой зеркало любить твой изъян творить я творить я пухлый пухлый губа творить я творить я пухлый пухлый губа im lonely lonely lonely im lonely lonely lonely искать танцпол хотеть друг друг дополнить im lonely lonely lonely im lonely lonely lonely быть мой половина хотеть сделать счастливый im lonely lonely lonely im lonely lonely lonely быть мой половина im lonely lonely lonely im lonely lonely lonely хотеть сделать счастливый ,22
небо лей небо лей небо лей небанебанёбо лей небо лей небанебо лей дождь пока ждать небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль боль оее небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль 1 баста zivert мочь сделать солнце яркий растаять лёд мочь я ты холодно тепло мочь мочь улыбнуться песня минор мочь мочь история слишком слишком небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль 2 баста zivert мочь всё объяснить это значит подвести итог мочь всё закончиться плохо знать наперёд мочь мочь простить слишком жестокий урок мочь мочь уходить любовь бессильный бог слишком слишком небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль боль оее небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль рядом чувство это лифт выше земля невесомый флирт каждый везти забивать всё снова близко сердце пусть дождь снег дом пустой холод ночью наболтать децибел злиться это точка это точно разбить наизусть знать сказать ответ грусть просто успеть пусть дождь снег вернуться ещё пара сигарета край небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль боль оее небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль боль оее небо лей небанебанебанёбо лей дождь пока ждать боль небонебонёбо боль ,23
перебивать лишь молчание снова плыть отчаянно просто молчать быть рад нужно кричать глубокий ран начать разговор заново освещать чужой фара похожий ты пара значит остаться просто память ретро ретро волна слеза глаз наполнить помнить однажды сказать ты постоять ретро ретро волна снова мы напомнить сегодня полный лишь ты белый луна чёрный дорога я одиноко тёмный суббота ночь холодный вспоминать фото путь назад белый луна чёрный дорога я одиноко тёмный суббота ночь холодный вспоминать фото путь назад догнать догнать догнать ты это всё ложь это больно закрывать навеки глаз пусть вновь биться сердце пусть ссора литься стресс закончить это секс вернуться белый белый луна медленно медленно придумать смело быть себя смотреть назад отводить дорога взгляд белый луна чёрный дорога я одиноко тёмный суббота ночь холодный вспоминать фото путь назад белый луна чёрный дорога я одиноко тёмный суббота ночь холодный вспоминать фото путь назад ,24
бояться твой глаз глубина готовый утонуть ночью дойти луна сомнение прочь сомнение прочь аромат слышать твой устать заполнять мысль мой танцевать навсегда оуо безумный мысль навсегда влюбиться мой глаз забыть влюбиться твой глаз быть ночью тонуть нравиться летать я нравиться мечтать начало весна нравиться я ночь спать нравиться сиять небо вместо луна нравиться летать я нравиться мечтать начало весна нравиться я ночь спать нравиться сиять небо вместо луна вместо луна пойти я туда полетать понимать дарить ты цветок ты нужный ты нужный простой пацан кент жара аромат слышать твой устать заполнять мысль мой танцевать навсегда оуо безумный мысль навсегда влюбиться мой глаз забыть влюбиться твой глаз быть ночью тонуть нравиться летать я нравиться мечтать начало весна нравиться я ночь спать нравиться сиять небо вместо луна нравиться летать я нравиться мечтать начало весна нравиться я ночь спать нравиться сиять небо вместо луна вместо луна ,25
дикий твой вайба ай мой мысль шалить тая это хороший ночь похожий рай шептать ухо дать разойтись текстура система входить её чат ку ку насовсем постель наш душа кричать запах одежда шанель самый модный коллабнуть отель знать следующий шаг самый грустный коктейль ловить кураж танец меж простыня ключица массаж крутой экстази завезти любовь привезти жёлтый такси говорить мой палец скользить крутой экстази всё хотеть просить морось наполнять бокал хеннесси алкоголь уносить давно тусила крутой экстази знать зая наш бокал подмешать прямо лёд пепси хеннесси точно плясать танцпол зависать знать крутой экстази знать зая наш бокал подмешать прямо лёд пепси хеннесси точно плясать танцпол зависать знать крутой экстази хз отпустить твой красота всё ещё хотеть всё ещё фортуна крутиться колесо сказать навсегда значит навсегда амбассадор ваш танец наломать дрова давать продолжить ночь немного плюсануть грех знать ещё казанов ещё паразит сколько год сколько зима крутой экстази завезти любовь привезти жёлтый такси говорить мой палец скользить крутой экстази всё хотеть просить морось наполнять бокал хеннесси алкоголь уносить давно тусила крутой экстази знать зая наш бокал подмешать прямо лёд пепси хеннесси точно плясать танцпол зависать знать крутой экстази знать зая наш бокал подмешать прямо лёд пепси хеннесси точно плясать танцпол зависать знать крутой экстази ,26
собранный заново часть давно отчасти жить всё вокруг видеть настоящий ещё ктоть словить счастие вообще нужный весь жизненный кастинг наделать вещь очередной день мочь гдеть смотреть кино представлять этот сюжет снова предпочесть отдать это куплет простить мой странный кино окей просто играть жизнь часто понимать роль наш сюжет это белый лист вместе написать свой окей просто играть жизнь часто понимать роль наш сюжет это белый лист вместе написать свой написать всё забить стать близкий среди другой такой такой мочь молчать обиженный убегать дать знать пока чувствовать видеть давать вспышка ага висеть жизнь дом свой плюшевый мишка факт мягко мягко это слишком идти верить жизнь переписка сыграть ветер чтоть зевака веда всё ждать пока сыграть чтоть идти дождь верить просто идти чтоть вовсе заставлять представить встать всё место ждать это любим делать допоздна прям пускай сладкий наш видок хотеть хотеть всё около около окей просто играть жизнь часто понимать роль наш сюжет это белый лист вместе написать свой окей просто играть жизнь часто понимать роль наш сюжет это белый лист вместе написать свой ,27
наговаривать наговаривать доводить наговаривать наговаривать всё позади запах цвет золотой говорить я утром дождь навязываться снова слабеть каждый час верить сказка мы путь просто обнять обезоруживать видеть бог оступиться каждый промолчать продлить минута мы время всё расставить место наговаривать наговаривать доводить наговаривать наговаривать всё позади легко один вечер снимать маска кидать угол развязываться вновь сильный каждый час верить цифра дёшево молчать просто позвонить нужно видеть бог извиниться каждый говорить минута продлить время всё расставить место наговаривать наговаривать наговаривать доводить наговаривать наговаривать наговаривать всё позади ,28
твой пьяный мысль мой трезвый чувство грязный танец отчий грустно улететь вставать постель притворяться тело сам хотеть мысль nonstop слишком быстро цейтнот глупо делать один надеяться новый исход город спать дразнить твой аппетит йеа охотиться ночь сердце обесточить точить точить безответный стриптиз губа ты облизать матрица грусть бояться бояться бояться твой пьяный мысль мой трезвый чувство грязный танец отчий грустно уу уу ууу город спать дразнить твой аппетит йеа охотиться ночь сердце обесточить точить точить безответный стриптиз губа ты облизать матрица грусть бояться бояться бояться город спать дразнить твой аппетит дразнить твой аппетит дразнить твой аппетит ,29
мокро который день ужасно мокро проклятый дождь кровь залиться кровь наш окно скоро уйти лужа соль талый река брать кольт бежать бежать дорогой бежать run бежать ради папа мама услышать шаг делать круг зигзаг бежать пока затянуться рана бежать ради папа мама пока стереть каблук хватить грязь увязнуть твой платье захлебнуться кстати ещё верить поладить вернуться наш день свет тепло объятие узнавать прошлый давно утопия я верить уловка взламывать дверь налегке бежать дорогой бежать run бежать ради папа мама услышать шаг делать круг зигзаг бежать пока затянуться рана бежать ради папа мама пока стереть каблук пять считать бежать назад смотреть ранний время стрелять лишь раздватри бежать дорогой бежать бежать ради папа мама услышать шаг делать круг зигзаг бежать пока затянуться рана бежать ради папа мама пока стереть каблук ,30
чтоть ты знать сказать всё знать любовь мальчик фантик love is фантик love is чтоть ты знать сказать всё знать любовь мальчик фантик love is фантик love is мимо гореть витрина мимо гореть витрина чтоть сжимать внутри просить беречь беречь сказать бежать любить любить любить любить фантик love is фантик love is фантик love is любить любить любить любить фантик love is фантик love is фантик love is любить любить любить любить чтоть о знать произойти мы всё знать любовь мальчик фантик love is фантик love is мимо гореть витрина мимо гореть витрина чтоть сжимать внутри просить беречь беречь сказать бежать любить любить любить любить фантик love is фантик love is фантик love is любить любить любить любить фантик love is фантик love is фантик love is любить любить любить любить любить любить любить любить чтоть ты знать сказать всё ,31
небесный роза повсюду мороз видеть твой взгляд это уносить хотеться сказать чтоть против небесный роза повсюду мороз видеть твой взгляд это уносить прикоснуться дать мочь ждать милый небесный роза повсюду мороз видеть твой взгляд это уносить хотеться сказать чтоть против правило мой чувство ранить нота грустный тот день провести сказать кто поплыть это амнезия стоить лицо лицо сложно говорить залипнуть твой губа смутный забыть что говорить это делать просто мочь долго обижаться это знать зай подойти близкий обнять остальной ерунда научиться летать быть доверять быть доверять небесный роза повсюду мороз видеть твой взгляд это уносить хотеться сказать чтоть против небесный роза повсюду мороз видеть твой взгляд это уносить прикоснуться дать мочь ждать милый небесный роза повсюду мороз видеть твой взгляд это уносить хотеться сказать чтоть против ,32
быть отдавать часть душа душить кружить коршун тобойбойба перестать себя устать я мой время настать укрываться пульпульпуля сделать терять потерять потерять сделать терять потерять потерять быть гибнуть значит полный кретин кайфовый другой вспоминать маячить холод бежать это повод плакать быть гибнуть значит полный кретин кайфовый другой вспоминать маячить холод бежать это повод плакать youre lucky nice удержать dancing in your eyes ламбада youre my paradise нож youre my mike tyson падать пуля вылет пройти выбить дурь стереть порошок неужели серьёзно коготь найти неужели ты правда сделать терять потерять потерять сделать терять потерять потерять быть гибнуть значит полный кретин кайфовый другой вспоминать маячить холод бежать это повод плакать быть гибнуть значит полный кретин кайфовый другой вспоминать маячить холод бежать это повод плакать youre lucky nice dancing in your eyes youre my paradise youre my mike tyson youre lucky nice dancing in your eyes youre my paradise youre my mike tyson ,33
человек каждый стена общий дом тлеть зря оставить слинять сила исправить жизнь мы подружить узнать полёт свой душа пустой карман базарить слишком рано сказать прощать одинокий куртка накрыть свой взгляд опустить белый флаг наш рука ты знакомый слышать голос дом человек каждый стена общий дом тлеть зря оставить слинять сила исправить сто спрятаться стол человек забыть голос твой птица рука жить обезоружить нужно прощать остаться рядом тот открыть незнакомый судьба голодный улица остаться себя стих к боль остаться рядом рядом человек каждый стена общий дом тлеть зря оставить слинять сила исправить ,34
